Rand_fix	Completed	activity_code	region	state	ESOffice.x	title	lead_agency	FY	FY_start	FY_concl	start_date	date_formal_consult	due_date	FWS_concl_date	elapsed	date_active_concl	timely_concl	hours_logged	events_logged	formal_consult	consult_type	consult_complex	work_type	work_category	ARRA	datum	lat_dec_deg	long_dec_deg	lat_deg	lat_min	lat_sec	long_deg	long_min	long_sec	UTM_E	UTM_N	UTM_zone	spp_ev_ls	spp_BO_ls	n_spp_eval	n_spp_BO	n_nofx	n_NLAA	n_conc	n_jeop	n_rpa	n_admo	n_tech	staff_lead_hash	staff_support_hash	Region	ESOffice.y	Latitude	Longitude	Datum
0.662646701	NA	41420-2008-F-0048	4	FL	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	Key Largo woodrat reintroduction protocol	Fish and Wildlife Service	2008	2008	2008	11/7/07	39434	39569	2/11/08	55	2/11/08	Yes	No	No	Yes	Formal Consultation	Standard	federal grant / loan related	federal grant / loan related	No ARRA funding	NAD83	24.693714	-81.371309	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Mouse, Key Largo cotton (Peromyscus gossypinus allapaticola); Woodrat, Key Largo (Neotoma floridana smalli)"	NA	2	0	NA	NA	NA	NA	0	NA	NA	7eb0853b90990d7177e9c5c908987499	None	4	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	24.69329	-81.37151	NAD27
0.664430151	NA	43410-2010-F-0138	4	AL	ALABAMA ECOLOGICAL SERVICES FIELD OFFICE	Biological Opinion for Batch V single-family home ITPs	Fish and Wildlife Service	2010	2010	2010	11/13/09	40130	40282	12/16/09	33	12/16/09	Yes	No	No	Yes	Formal Consultation	Standard	development - residential	development	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	3344739	409972	16	"Mouse, Alabama beach (Peromyscus polionotus ammobates)"	alabama beach mouse (peromyscus polionotus ammobates): BO = Non-jeopardy; CH = No Adverse Modification	1	1	0	0	NA	0	0	0	0	96369838131af65d8dc3a5ee1347acc7	None	4	ALABAMA ECOLOGICAL SERVICES FIELD OFFICE	30.23067	-87.9356	NAD27
0.67526104	NA	81440-2010-F-0471	8	CA	VENTURA FISH AND WILDLIFE OFFICE	Tejon Mountain Village Consultation	Army Corps of Engineers	2010	2010	2013	3/16/10	40253	41440	5/28/13	1169	5/28/13	Yes	No	No	Yes	Formal Consultation	Standard	development - residential	development	No ARRA funding	WGS84	34.523259	-118.532919	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Vireo, least Bells (Vireo bellii pusillus); Condor, California (Gymnogyps californianus); Flycatcher, southwestern willow (Empidonax traillii extimus)"	NA	3	0	NA	NA	NA	NA	0	NA	NA	35591bf5755b3fbd755c84bfd8385ae8	5f3e0a550f789fb52a403134e3a8f91f	8	VENTURA FISH AND WILDLIFE OFFICE	34.52327	-118.532	NAD27
0.678239687	NA	13410-2009-F-0537	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	F-15 Road/Hatchery Creek Culvert Removal and Bridge Installation	Bureau of Indian Affairs	2009	2009	2009	9/23/09	40079	40214	9/25/09	2	9/25/09	Yes	No	No	Yes	Formal Consultation	Standard	bridge - new construction - federal	bridge	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	5245916	424981	10	"Trout, bull (Salvelinus confluentus)"	bull trout (salvelinus confluentus): BO = Non-jeopardy; CH = 	1	1	0	0	NA	0	0	NA	0	49ae3a9ef904c0e12d52eab2652b30c5	None	1	WASHINGTON FISH AND WILDLIFE OFFICE	47.36259	-123.99221	NAD27
0.686224889	NA	13410-2009-F-0020	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	Explosive Ordnance Disposal	Department of Defense (DOD) - Navy	2009	2001	2009	1/8/01	38076	38211	11/7/08	1683	11/7/08	No	No	No	Yes	Formal Consultation	Standard	military - operations	military	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	5347478	530154	10	"Murrelet, marbled (Brachyramphus marmoratus); Trout, bull (Salvelinus confluentus)"	"bull trout (salvelinus confluentus): BO = Non-jeopardy; CH = , marbled murrelet (brachyramphus marmoratus): BO = Non-jeopardy; CH = )"	2	2	0	0	NA	0	0	NA	0	664112280209e5fe367e34e5c89fabac	f53b1c375185394f8d025ae18610f944	1	WASHINGTON FISH AND WILDLIFE OFFICE	48.27996	-122.59229	NAD27
0.692909892	NA	81420-2009-F-0900	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	"Old Priest Grade Widening and Guardrail Project, Tuolumne Co., CA"	California Dept. of Transportation District 10	2009	2009	2009	4/24/09	39927	40062	7/30/09	97	7/30/09	Yes	No	No	Yes	Formal Consultation	Programmatic Project-Level	transportation - road / highway	transportation	No ARRA funding	WGS84	NA	NA	NA	NA	NA	NA	NA	NA	4189112	739418	10	"Beetle, valley elderberry longhorn (Desmocerus californicus dimorphus)"	NA	1	0	NA	NA	NA	NA	0	NA	NA	4ef9d6604dc07a41215f618e5ae4856d	b21d7da12ea0db7c47e6eead64bb07d8	8	SACRAMENTO FISH AND WILDLIFE OFFICE	37.81811	-120.279	NAD27
0.706602998	NA	08ESMF00-2012-F-0135	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	"Betty Drive Interchange Project, SR 99, Tulare Co., CA"	California Dept. of Transportation District 6	2012	2012	2012	1/3/12	40998	41133	5/21/12	52	5/21/12	Yes	No	No	Yes	Formal Consultation	Standard	transportation - road / highway	transportation	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	4025568	282219	11	"Tadpole shrimp, vernal pool (Lepidurus packardi); Fox, San Joaquin kit (Vulpes macrotis mutica); Fairy shrimp, vernal pool (Branchinecta lynchi)"	"san joaquin kit fox (vulpes macrotis mutica): BO = Non-jeopardy; CH = , vernal pool fairy shrimp (branchinecta lynchi): BO = No Effect - No Concurrence Required; CH = , vernal pool tadpole shrimp (lepidurus packardi): BO = No Effect - No Concurrence Required; CH = )"	3	3	2	0	NA	0	0	0	0	aa0cf3badc3923093a7ecc5a97620aa1	None	8	SACRAMENTO FISH AND WILDLIFE OFFICE	36.35062	-119.42598	NAD27
0.707075679	NA	04ER1000-2014-F-0984	4	AR	ARKANSAS ECOLOGICAL SERVICES FIELD OFFICE	I-40 St. Francis Diversion Bridge Replacement Biological Opinion	NA	2014	2014	2014	8/13/14	41864	41999	8/20/14	7	8/20/14	Yes	No	No	Yes	Formal Consultation	Standard	transport - road / highway - maintenance / modification / replacement / upgrade - federal	transportation	No ARRA funding	WGS84	35.039857	-90.714226	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Pocketbook, fat (Potamilus capax)"	NA	1	0	NA	NA	NA	NA	0	NA	NA	0c94e5de781ddd9ba4dcb3064ef44b4f	None	4	ARKANSAS ECOLOGICAL SERVICES FIELD OFFICE	35.03977	-90.71412	NAD27
0.708334758	NA	04EF2000-2012-F-0320	4	FL	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	City of Florida Detention Correction Facility in Florida City	Army Corps of Engineers	2012	2012	2013	9/4/12	41310	41445	2/14/13	9	2/14/13	Yes	No	No	Yes	Formal Consultation	Standard	development - government / municipal	development	No ARRA funding	NAD83	25.41498	-80.49138	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Panther, Florida (Puma (=Felis) concolor coryi); Kite, Everglade snail (Rostrhamus sociabilis plumbeus); Snake, eastern indigo (Drymarchon corais couperi); Stork, wood (Mycteria americana)"	NA	4	0	NA	NA	NA	NA	0	NA	NA	c475606f5993a81aa5777e8f3f301e56	None	4	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	25.41459	-80.4916	NAD27
0.712369215	NA	08ESMF00-2013-F-0402-R001	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	"Canyon View High School, Butte County"	Army Corps of Engineers	2013	2013	2013	4/15/13	41444	41579	7/22/13	33	7/22/13	Yes	No	Yes	Yes	Formal Consultation	Standard	development - government / municipal	development	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	4397119	603755	10	"Tadpole shrimp, vernal pool (Lepidurus packardi); Meadowfoam, Butte County (Limnanthes floccosa ssp. californica); Fairy shrimp, vernal pool (Branchinecta lynchi)"	"butte county meadowfoam (limnanthes floccosa ssp. californica): BO = Non-jeopardy; CH = , vernal pool fairy shrimp (branchinecta lynchi): BO = Non-jeopardy; CH = , vernal pool tadpole shrimp (lepidurus packardi): BO = Non-jeopardy; CH = )"	3	3	0	0	NA	0	0	NA	0	266a44c93b6a1bc728e941aedcf5cc30	b1829dd710bb8ff4042131e5aa63c66a	8	SACRAMENTO FISH AND WILDLIFE OFFICE	39.71775	-121.7884	NAD27
0.716695346	NA	01EWFW00-2012-F-0274	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	QIN Allotments 1819 &amp; 300 Timber Sale PCF	Bureau of Indian Affairs	2012	2012	2012	6/27/12	41087	41222	7/3/12	6	7/3/12	Yes	No	No	Yes	Formal Consultation	Programmatic Project-Level	forestry - timber sale	forestry	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	5248173	427592	10	"Murrelet, marbled (Brachyramphus marmoratus); Trout, bull (Salvelinus confluentus)"	"bull trout (salvelinus confluentus): BO = Non-jeopardy; CH = , marbled murrelet (brachyramphus marmoratus): BO = Non-jeopardy; CH = )"	2	2	0	0	NA	0	0	NA	0	7230802bd55e6cd11112d084d65fbe8e	None	1	WASHINGTON FISH AND WILDLIFE OFFICE	47.38319	-123.95801	NAD27
0.718257485	NA	13410-2010-F-0098	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	Boulder North Logging Unit Timber Harvest	Bureau of Indian Affairs	2010	2010	2010	12/8/09	40155	40290	1/13/10	36	1/13/10	Yes	No	No	Yes	Formal Consultation	Standard	forestry - harvest	forestry	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	5260310	421303	10	"Trout, bull (Salvelinus confluentus)"	bull trout (salvelinus confluentus): BO = Non-jeopardy; CH = 	1	1	0	0	NA	0	0	NA	0	49ae3a9ef904c0e12d52eab2652b30c5	None	1	WASHINGTON FISH AND WILDLIFE OFFICE	47.49166	-124.04347	NAD27
0.739496728	NA	08EVEN00-2015-F-0148	8	CA	VENTURA FISH AND WILDLIFE OFFICE	Price Canyon Road Windening Phase II	California Dept. of Transportation District 5	2015	2015	2015	2/26/15	42061	42181	3/13/15	15	3/13/15	Yes	No	No	Yes	Formal Consultation	Programmatic Project-Level	transport - road / highway - maintenance / modification / replacement / upgrade - federal	transportation	No ARRA funding	WGS84	35.19072	-120.61588	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frog, California red-legged (Rana draytonii)"	NA	1	0	NA	NA	NA	NA	0	NA	NA	d6ff6adcdfb5067e6523b01307a269b3	None	8	VENTURA FISH AND WILDLIFE OFFICE	35.19074	-120.61488	NAD27
0.741122247	NA	81420-2010-F-0198	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	"Dowd Road at Yankee Slough bridge replacement, Placer County"	California Dept. of Transportation District 3	2010	2010	2010	12/15/09	40165	40300	8/18/10	243	8/18/10	No	No	No	Yes	Formal Consultation	Standard	bridge construction / maintenance	bridge construction / maintenance	No ARRA funding	WGS84	NA	NA	NA	NA	NA	NA	NA	NA	4313751	640607	10	"Snake, giant garter (Thamnophis gigas)"	NA	1	0	NA	NA	NA	NA	0	NA	NA	2500ce01ea4a2f92b0bd2270c56283e4	2500ce01ea4a2f92b0bd2270c56283e4	8	SACRAMENTO FISH AND WILDLIFE OFFICE	38.96155	-121.37607	NAD27
0.741542485	NA	04EF2000-2012-F-0310	4	FL	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	Jupiter Inlet Maintenance Project	Army Corps of Engineers	2012	2012	2013	9/10/12	41304	41343	3/4/13	33	3/4/13	Yes	No	No	Yes	Formal Consultation	Standard	transport - shipping - inland waterway / navigation	transportation	No ARRA funding	NAD83	26.947037	-80.08491	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Sea turtle, Kemps ridley (Lepidochelys kempii); Sea turtle, hawksbill (Eretmochelys imbricata); Sea turtle, green (Chelonia mydas); Sea turtle, leatherback (Dermochelys coriacea); Sea turtle, loggerhead (Caretta caretta)"	"green sea turtle (chelonia mydas): BO = Non-jeopardy; CH = , hawksbill sea turtle (eretmochelys imbricata): BO = Non-jeopardy; CH = , kemps ridley sea turtle (lepidochelys kempii): BO = Not Yet Determined; CH = , leatherback sea turtle (dermochelys coriacea): BO = Non-jeopardy; CH = , loggerhead sea turtle (caretta caretta): BO = Non-jeopardy; CH = )"	5	5	0	0	NA	0	0	NA	0	72ec12276768018991e2736ad71a11df	None	4	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	26.9467	-80.08515	NAD27
0.742292887	NA	14420-2009-F-0139	1	ID	IDAHO FISH AND WILDLIFE OFFICE	EIFO 09 - Diversions in the Lower Salmon River watershed on the Salmon-Challis National Forest	Forest Service	2009	2009	2009	10/15/08	39798	39933	4/16/09	121	4/16/09	Yes	No	No	Yes	Formal Consultation	Batched	agriculture - irrigation - intake - maintenance / modification / replacement / upgrade	agriculture	No ARRA funding	NAD83	45.407145	-113.99743	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Trout, bull (Salvelinus confluentus)"	NA	1	0	NA	NA	NA	NA	0	NA	NA	ce6a85e4ac0bc9e74077e73ec43cd0e0	ce6a85e4ac0bc9e74077e73ec43cd0e0	1	IDAHO FISH AND WILDLIFE OFFICE	45.40723	-113.99652	NAD27
0.742655874	NA	81420-2010-F-0315-R001	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	"Reinitiation of Mountain View/Ave 416/El Monte Way Widening Project, Fresno &amp; Tulare Cos., CA"	California Dept. of Transportation District 6	2010	2012	2012	1/9/12	40917	41052	5/14/12	126	5/14/12	Yes	No	No	Yes	Formal Consultation	Standard	transportation - road / highway	transportation	No ARRA funding	WGS84	NA	NA	NA	NA	NA	NA	NA	NA	4047167	285620	11	"Beetle, valley elderberry longhorn (Desmocerus californicus dimorphus)"	valley elderberry longhorn beetle (desmocerus californicus dimorphus): BO = Non-jeopardy; CH = 	1	1	0	0	NA	0	0	NA	0	aa0cf3badc3923093a7ecc5a97620aa1	None	8	SACRAMENTO FISH AND WILDLIFE OFFICE	36.54594	-119.39408	NAD27
0.748396157	NA	81420-2008-F-1525-R002	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	"American River Watershed Investigation, Common Features-NEMDC Levee Improvement Project"	Army Corps of Engineers	2008	2014	2014	11/4/13	41582	41717	11/14/13	10	11/14/13	Yes	No	No	Yes	Formal Consultation	Standard	levees / dikes	levee / dike	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	4273495	633174	10	"Beetle, valley elderberry longhorn (Desmocerus californicus dimorphus)"	NA	1	0	NA	NA	NA	NA	0	NA	NA	62a3dab1b3155c9f2ca42ddf926573d5	4d220ed0aa31a165f28fb163ea11eeec	8	SACRAMENTO FISH AND WILDLIFE OFFICE	38.60006	-121.4696	NAD27
0.754494394	NA	81420-2011-F-0781	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	"HCP Hoa Cam Tieu Low-Effect, Santa Clara Co., CA"	-- OTHER --	2011	2012	2012	4/10/12	41009	41144	6/22/12	73	6/22/12	Yes	No	No	Yes	Formal Consultation	Standard	development - residential	development	No ARRA funding	WGS84	NA	NA	NA	NA	NA	NA	NA	NA	4117136	608690	10	"Dudleya, Santa Clara Valley (Dudleya setchellii); Butterfly, bay checkerspot (Euphydryas editha bayensis)"	"bay checkerspot butterfly (euphydryas editha bayensis): BO = Non-jeopardy / No Adverse Mod; CH = Not Yet Determined, santa clara valley dudleya (dudleya setchellii): BO = Non-jeopardy; CH = NLAA - Concurrence Provided)"	2	2	0	1	1	0	0	0	0	590e6f54f17ac04bda9978d2cfe53f71	None	8	SACRAMENTO FISH AND WILDLIFE OFFICE	37.19442	-121.77428	NAD27
0.755922196	NA	53411-2011-F-0349	5	ME	MAINE ECOLOGICAL SERVICES FIELD OFFICE	"Orient bridge replacement, Route 1 Maine Department of Transportation"	Federal Highway Administration	2011	2012	2013	2/7/12	40946	41081	11/21/12	288	11/21/12	No	No	No	Yes	Formal Consultation	Standard	bridge - maintenance / modification / replacement / upgrade - federal	bridge	No ARRA funding	WGS84	45.835893	-67.848367	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Salmon, Atlantic (Salmo salar)"	atlantic salmon (salmo salar): BO = Non-jeopardy; CH = Non-jeopardy	1	1	0	0	NA	0	0	NA	0	534e65e9083e23c4a524eda0fb83b336	1f6835698c7e756783a326605a321476	5	MAINE ECOLOGICAL SERVICES FIELD OFFICE	45.83583	-67.84891	NAD27
0.756488297	NA	13410-2008-F-0619	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	Road 24 Opening and Culvert Installation	Forest Service	2008	2008	2008	5/19/08	39587	39722	5/19/08	NA	5/19/08	Yes	No	No	Yes	Formal Consultation	Standard	transport - road / highway - maintenance / modification / replacement / upgrade - federal	transportation	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	5261196	476408	10	"Murrelet, marbled (Brachyramphus marmoratus); Owl, northern spotted (Strix occidentalis caurina); Trout, bull (Salvelinus confluentus)"	"bull trout (salvelinus confluentus): BO = NLAA - Concurrence Provided; CH = , marbled murrelet (brachyramphus marmoratus): BO = Non-jeopardy; CH = No Effect - No Concurrence Required, northern spotted owl (strix occidentalis caurina): BO = Non-jeopardy; CH = NLAA - Concurrence Provided)"	3	3	1	2	2	0	0	0	0	49ae3a9ef904c0e12d52eab2652b30c5	b3e933d8b9ff55890dae9935209b77b3	1	WASHINGTON FISH AND WILDLIFE OFFICE	47.50396	-123.312	NAD27
0.759122527	NA	41420-2009-F-0168	4	FL	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	Palm Beach Harbor M &amp; O - Jetty Cap Repair	Army Corps of Engineers	2009	2009	2009	2/20/09	39874	40009	3/6/09	4	3/6/09	Yes	No	No	Yes	Formal Consultation	Standard	transport - shipping - inland waterway / navigation	transportation	No ARRA funding	NAD83	26.771124	-80.036588	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Sea turtle, Kemps ridley (Lepidochelys kempii); Sea turtle, hawksbill (Eretmochelys imbricata); Sea turtle, green (Chelonia mydas); Sea turtle, leatherback (Dermochelys coriacea); Sea turtle, loggerhead (Caretta caretta)"	"green sea turtle (chelonia mydas): BO = Non-jeopardy; CH = , hawksbill sea turtle (eretmochelys imbricata): BO = Non-jeopardy; CH = , kemps ridley sea turtle (lepidochelys kempii): BO = Non-jeopardy; CH = , leatherback sea turtle (dermochelys coriacea): BO = Non-jeopardy; CH = , loggerhead sea turtle (caretta caretta): BO = Non-jeopardy; CH = )"	5	5	0	0	NA	0	0	NA	0	1e4ee448c0a31d84381abe62c2cec4cd	1e4ee448c0a31d84381abe62c2cec4cd	4	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	26.77078	-80.03683	NAD27
0.761905136	NA	81440-2010-F-0168	8	CA	VENTURA FISH AND WILDLIFE OFFICE	Westgate Property Formal Consultation Request	Army Corps of Engineers	2010	2010	2011	1/28/10	40207	40342	12/20/10	325	12/20/10	No	No	No	Yes	Formal Consultation	Standard	development - commercial	development	No ARRA funding	WGS84	36.923963	-121.794385	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Tarplant, Santa Cruz (Holocarpha macradenia); Frog, California red-legged (Rana draytonii); Salamander, Santa Cruz long-toed (Ambystoma macrodactylum croceum)"	NA	3	0	NA	NA	NA	NA	0	NA	NA	451739b4dbc86be98fc7341ab9df0752	None	8	VENTURA FISH AND WILDLIFE OFFICE	36.92401	-121.79332	NAD27
0.771603749	NA	81440-2009-F-0421	8	CA	VENTURA FISH AND WILDLIFE OFFICE	Salvation Army HCP	-- OTHER: CONSULTANT --	2009	2009	2009	8/6/09	40031	40166	8/6/09	NA	8/6/09	Yes	No	No	Yes	Formal Consultation	Standard	development - commercial	development	No ARRA funding	WGS84	NA	NA	37	4	41.8	-122	0	35.4	NA	NA	NA	"Beetle, Mount Hermon June (Polyphylla barbata)"	NA	1	0	NA	NA	NA	NA	0	NA	NA	82eb3dab152cd52b789ce5c408b2aebd	None	8	VENTURA FISH AND WILDLIFE OFFICE	37.07833	-122.00876	NAD27
0.773250812	NA	81420-2009-F-0220	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	"Removal of mercury contamination, Guadalupe River and restoration of Jacques Gulch"	Army Corps of Engineers	2009	2009	2009	12/5/08	39960	40095	5/27/09	NA	5/27/09	Yes	No	No	Yes	Formal Consultation	Standard	stream restoration / enhancement	stream restoration / enhancement	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	4113552	602689	10	"Salamander, California tiger (Ambystoma californiense); Frog, California red-legged (Rana draytonii)"	NA	2	0	NA	NA	NA	NA	0	NA	NA	3cf36c1cd0e51f3fe004f875a1b5c5ef	3cf36c1cd0e51f3fe004f875a1b5c5ef	8	SACRAMENTO FISH AND WILDLIFE OFFICE	37.16279	-121.84237	NAD27
0.77353964	NA	81410-2011-F-0005	8	CA	SAN FRANCISCO BAY - DELTA FISH AND WILDLIFE	Reinitiation Stockton Deep Water Ship Channel Maintenance Dredge Extension	Army Corps of Engineers	2011	2011	2011	11/23/10	40505	40640	11/23/10	NA	11/23/10	Yes	No	No	Yes	Formal Consultation	Standard	dredge / excavation	dredge / excavation	No ARRA funding	NAD83	37.571793	-121.205721	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Smelt, delta (Hypomesus transpacificus)"	NA	1	0	NA	NA	NA	NA	0	NA	NA	54073f68b2d2160457dd22a3afa264a0	54073f68b2d2160457dd22a3afa264a0	8	SAN FRANCISCO BAY - DELTA FISH AND WILDLIFE	37.57186	-121.20467	NAD27
0.774454677	NA	13410-2011-F-0052	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	"Flora Johns Green Timber Harvest Permit, Allotment 322"	Bureau of Indian Affairs	2011	2011	2011	11/16/10	40498	40633	11/22/10	6	11/22/10	Yes	No	No	Yes	Formal Consultation	Standard	forestry - harvest	forestry	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	5258708	421725	10	"Trout, bull (Salvelinus confluentus)"	bull trout (salvelinus confluentus): BO = Non-jeopardy; CH = 	1	1	0	0	NA	0	0	NA	0	49ae3a9ef904c0e12d52eab2652b30c5	None	1	WASHINGTON FISH AND WILDLIFE OFFICE	47.4773	-124.03758	NAD27
0.77461534	NA	08ECAR00-2014-F-0214	8	CA	CARLSBAD FISH AND WILDLIFE OFFICE	[MCBCP] Chappo Basin Production Well Project	Department of Defense (DOD) - Marine Corps	2014	2014	2014	12/11/13	41619	NA	3/26/14	105	3/26/14	Yes	No	No	Yes	Formal Consultation	Programmatic Project-Level	military - operations	military	No ARRA funding	WGS84	33.300048	-117.360494	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Vireo, least Bells (Vireo bellii pusillus); Flycatcher, southwestern willow (Empidonax traillii extimus); Toad, arroyo (=arroyo southwestern) (Anaxyrus californicus)"	"Vireo, least Bells (Vireo bellii pusillus): BO = Non-jeopardy; CH = | Toad, arroyo (=arroyo southwestern) (Anaxyrus californicus): BO = Non-jeopardy; CH = |"	3	2	0	1	0	0	0	NA	NA	6e553be6baa478601eea0fcef9160f4f	6e553be6baa478601eea0fcef9160f4f	8	CARLSBAD FISH AND WILDLIFE OFFICE	33.30002	-117.35962	NAD27
0.787415966	NA	42430-2009-F-0014	4	TN	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	Volunteer Ordnance Connector	Federal Highway Administration	2009	2009	2009	10/21/08	39742	39877	11/26/08	36	11/26/08	Yes	No	No	Yes	Formal Consultation	Standard	transport - road / highway - new construction - federal	transportation	No ARRA funding	NAD83	35.0723	-85.1184	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Skullcap, large-flowered (Scutellaria montana)"	large-flowered skullcap (scutellaria montana): BO = Non-jeopardy / No Adverse Mod; CH = 	1	1	0	0	NA	0	0	0	0	edd507ab403fb6069ed8b6b02ffb8775	None	4	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	35.07223	-85.11845	NAD27
0.789405224	NA	01EWFW00-2012-F-0254	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	QIN Campbells Chunky Logging Unit PCF	Bureau of Indian Affairs	2012	2012	2012	5/31/12	41060	41195	6/18/12	18	6/18/12	Yes	No	No	Yes	Formal Consultation	Programmatic Project-Level	forestry - timber sale	forestry	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	5261277	420368	10	"Trout, bull (Salvelinus confluentus)"	bull trout (salvelinus confluentus): BO = Non-jeopardy; CH = 	1	1	0	0	NA	0	0	NA	0	7230802bd55e6cd11112d084d65fbe8e	None	1	WASHINGTON FISH AND WILDLIFE OFFICE	47.50024	-124.05605	NAD27
0.790554941	NA	81420-2010-F-0865	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	"Morning Drive/SR 178 Interchange Project (part of TRIP), Bakersfield, Kern Co., CA"	California Dept. of Transportation District 6	2010	2010	2011	7/14/10	40602	40737	8/18/11	171	8/18/11	No	No	No	Yes	Formal Consultation	Standard	transportation - road / highway	transportation	No ARRA funding	WGS84	NA	NA	NA	NA	NA	NA	NA	NA	3918862	326196	11	"Wooly-threads, San Joaquin (Monolopia (=Lembertia) congdonii)); Lizard, blunt-nosed leopard (Gambelia silus); Sunburst, San Joaquin adobe (Pseudobahia peirsonii); Cactus, Bakersfield (Opuntia treleasei); Jewelflower, California (Caulanthus californicus); Fox, San Joaquin kit (Vulpes macrotis mutica)"	"bakersfield cactus (opuntia treleasei): BO = NLAA - Concurrence Provided; CH = , blunt-nosed leopard lizard (gambelia silus): BO = Non-jeopardy; CH = , california jewelflower (caulanthus californicus): BO = NLAA - Concurrence Provided; CH = , san joaquin adobe sunburst (pseudobahia peirsonii): BO = NLAA - Concurrence Provided; CH = , san joaquin kit fox (vulpes macrotis mutica): BO = Non-jeopardy; CH = , san joaquin wooly-threads (monolopia (=lembertia) congdonii): BO = NLAA - Concurrence Provided; CH = )"	6	6	0	4	4	0	0	0	0	aa0cf3badc3923093a7ecc5a97620aa1	None	8	SACRAMENTO FISH AND WILDLIFE OFFICE	35.39803	-118.91293	NAD27
0.80895585	NA	42910-2010-F-0230	4	NC	ASHEVILLE ECOLOGICAL SERVICES FIELD OFFICE	10-092 Haywood B-3656 US 19/23/74 Pigeon River	Federal Highway Administration	2010	2010	2010	10/22/09	40323	40458	9/16/10	114	9/16/10	Yes	No	No	Yes	Formal Consultation	Standard	bridge - maintenance / modification / replacement / upgrade - federal	bridge	No ARRA funding	NAD83	35.531726	-82.842165	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Elktoe, Appalachian (Alasmidonta raveneliana)"	NA	1	0	NA	NA	NA	NA	0	NA	NA	01b30901bb7fdd7e64b2034b100d3795	2f67ac241f7a78a7e7251002163e896d	4	ASHEVILLE ECOLOGICAL SERVICES FIELD OFFICE	35.53162	-82.84231	NAD27
