rand_fixed	completed	activity_code	region	state	ESOffice.x	title	lead_agency	FY	FY_start	FY_concl	start_date	date_formal_consult	due_date	FWS_concl_date	elapsed	date_active_concl	timely_concl	hours_logged	events_logged	formal_consult	consult_type	consult_complex	work_type	work_category	ARRA	datum	lat_dec_deg	long_dec_deg	lat_deg	lat_min	lat_sec	long_deg	long_min	long_sec	UTM_E	UTM_N	UTM_zone	spp_ev_ls	spp_BO_ls	n_spp_eval	n_spp_BO	n_nofx	n_NLAA	n_conc	n_jeop	n_rpa	n_admo	n_tech	staff_lead_hash	staff_support_hash	with_coord	Region	ESOffice.y	Latitude	Longitude	Datum
0.018497721	NA	04EM1000-2014-I-0823	4	MS	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	"Pinehaven Drive Site, City of Clinton"	Department of Housing and Urban Development	2014	2014	2014	8/20/14	NA	9/19/14	8/29/14	9	8/29/14	Yes	No	No	No	Informal Consultation	Standard	development - government / municipal	development	No ARRA funding	WGS84	NA	NA	32	22	54.1	-90	19	9.8	NA	NA	NA		 	1	0	NA	NA	NA	NA	0	NA	NA	75e05c08de2ac8174753d5dca0def920	None	TRUE	4	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	32.38155	-90.3193	NAD27
0.01907242	NA	51411-2011-I-0336	5	VA	VIRGINIA ECOLOGICAL SERVICES FIELD OFFICE	"Rt. 664 Patrick Co. - BR02-962-086, B608, P101"	Army Corps of Engineers	2011	2011	2011	3/4/11	NA	4/3/11	4/1/11	28	4/1/11	Yes	No	No	No	Informal Consultation	Standard	transport - road / highway - maintenance / modification / replacement / upgrade - federal	transportation	No ARRA funding	NAD83	NA	NA	36	33	2	-80	23	50	NA	NA	NA		 	1	0	NA	NA	NA	NA	0	NA	NA	d18f62aeec68f53ecf10d0370f726a2f	None	TRUE	5	VIRGINIA ECOLOGICAL SERVICES FIELD OFFICE	36.55042	-80.39744	NAD27
0.019304508	NA	04ET1000-2012-I-0763	4	TN	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	SR-15 Fire Tower Rd to Bigbee Branch Creek; Hardin Co	Tennessee Department of Transportation	2012	2012	2012	8/28/12	NA	9/8/12	8/28/12	0	8/28/12	Yes	No	No	No	Informal Consultation	Standard	transport - road / highway - maintenance / modification / replacement / upgrade - non federal	transportation	No ARRA funding	NAD83	35.25512	-88.07533	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bat, Indiana (Myotis sodalis); Bat, gray (Myotis grisescens)"	"gray bat (myotis grisescens): BO = Not Required - See Event Description; CH = , indiana bat (myotis sodalis): BO = NLAA - Concurrence Provided; CH = )"	2	2	0	1	1	0	0	0	0	0ac2a059b28b7a722e8cf7f3dd9f77cc	edd507ab403fb6069ed8b6b02ffb8775	TRUE	4	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	35.25504	-88.0753	NAD27
0.019346243	NA	02ETTXX0-2015-I-0043	2	TX	Texas Coastal Ecological Services Field Office	City of Harlingen - 2701 New Combes Hwy - clear and demo	Community Planning and Development (HUD)	2015	2015	2015	11/6/14	NA	12/6/14	11/24/14	18	11/24/14	Yes	Yes	Yes	No	Informal Consultation	Standard	development - residential	development	No ARRA funding	WGS84	NA	NA	26	13	9.5	-97	42	22.6	NA	NA	NA	"Plover, piping (Charadrius melodus); Sea turtle, hawksbill (Eretmochelys imbricata); Knot, red (Calidris canutus rufa); Jaguarundi, Sinaloan (Herpailurus (=Felis) yagouaroundi tolteca); Pipit, spragues (Anthus spragueii); Ambrosia, south Texas (Ambrosia cheiranthifolia); Ayenia, Texas (Ayenia limitaris); Ocelot (Leopardus (=Felis) pardalis); Sea turtle, leatherback (Dermochelys coriacea); Manatee, West Indian (Trichechus manatus); Sea turtle, green (Chelonia mydas); Sea turtle, Kemps ridley (Lepidochelys kempii); Pelican, brown (Pelecanus occidentalis); Sea turtle, loggerhead (Caretta caretta); Parrot, red-crowned (Amazona viridigenalis)"	"brown pelican (pelecanus occidentalis): BO = No Effect - No Concurrence Required; CH = , green sea turtle (chelonia mydas): BO = No Effect - No Concurrence Required; CH = , gulf coast jaguarundi (herpailurus (=felis) yagouaroundi cacomitli): BO = No Effect - No Concurrence Required; CH = , hawksbill sea turtle (eretmochelys imbricata): BO = No Effect - No Concurrence Required; CH = , kemps ridley sea turtle (lepidochelys kempii): BO = No Effect - No Concurrence Required; CH = , leatherback sea turtle (dermochelys coriacea): BO = No Effect - No Concurrence Required; CH = , loggerhead sea turtle (caretta caretta): BO = No Effect - No Concurrence Required; CH = , ocelot (leopardus (=felis) pardalis): BO = No Effect - No Concurrence Required; CH = , piping plover (charadrius melodus): BO = No Effect - No Concurrence Required; CH = , red knot (calidris canutus rufa): BO = No Effect - No Concurrence Required; CH = , red-crowned parrot (amazona viridigenalis): BO = No Effect - No Concurrence Required; CH = , south texas ambrosia (ambrosia cheiranthifolia): BO = No Effect - No Concurrence Required; CH = , spragues pipit (anthus spragueii): BO = No Effect - No Concurrence Required; CH = , texas ayenia (ayenia limitaris): BO = No Effect - No Concurrence Required; CH = , west indian manatee (trichechus manatus): BO = No Effect - No Concurrence Required; CH = )"	15	15	15	0	NA	0	0	0	0	456c52cac14ad7d5b331d34961bba8c2	None	TRUE	2	Texas Coastal Ecological Services Field Office	26.21895	-97.70601	NAD27
0.019929552	NA	21410-2010-I-0222	2	TX	CORPUS CHRISTI ECOLOGICAL SERVICES FIELD OFFICE	City of McAllen/AHST - new office bldg - 502 S. 15th St	Community Planning and Development (HUD)	2010	2010	2010	2/25/10	NA	3/27/10	2/26/10	1	2/26/10	Yes	No	No	No	Informal Consultation	Standard	development - government / municipal	development	No ARRA funding	WGS84	NA	NA	26	11	58.3	-98	14	10.8	NA	NA	NA	"Jaguarundi, Sinaloan (Herpailurus (=Felis) yagouaroundi tolteca); Falcon, northern aplomado (Falco femoralis septentrionalis); Ayenia, Texas (Ayenia limitaris); Ocelot (Leopardus (=Felis) pardalis); Manioc, Walkers (Manihot walkerae); Cactus, star (Astrophytum asterias)"	"gulf coast jaguarundi (herpailurus (=felis) yagouaroundi cacomitli): BO = No Effect - No Concurrence Required; CH = , northern aplomado falcon (falco femoralis septentrionalis): BO = No Effect - No Concurrence Required; CH = , ocelot (leopardus (=felis) pardalis): BO = No Effect - No Concurrence Required; CH = , star cactus (astrophytum asterias): BO = No Effect - No Concurrence Required; CH = , texas ayenia (ayenia limitaris): BO = No Effect - No Concurrence Required; CH = , walkers manioc (manihot walkerae): BO = No Effect - No Concurrence Required; CH = )"	6	6	6	0	NA	0	0	0	0	456c52cac14ad7d5b331d34961bba8c2	None	TRUE	2	CORPUS CHRISTI ECOLOGICAL SERVICES FIELD OFFICE	26.19918	-98.23604	NAD27
0.020141906	NA	42430-2010-I-0544	4	TN	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	ARAP 10-121  TDOT  SR-50	Tennessee Department of Transportation	2010	2010	2010	7/8/10	NA	7/15/10	7/13/10	5	7/13/10	Yes	No	No	No	Informal Consultation	Standard	bridge - maintenance / modification / replacement / upgrade - non federal	bridge	1112 funds	NAD83	35.7562	-87.4161	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Potato-bean, Prices (Apios priceana); Madtom, pygmy (Noturus stanauli); Pearlymussel, slabside (Pleuronaia dolabelloides)"	 	3	0	NA	NA	NA	NA	0	NA	NA	0ac2a059b28b7a722e8cf7f3dd9f77cc	None	TRUE	4	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	35.75613	-87.41609	NAD27
0.020356195	NA	52421-2008-I-0539	5	NJ	NEW JERSEY ECOLOGICAL SERVICES FIELD OFFICE	Bridge over Mananticon Creek	Department of Transportation	2008	2008	2008	6/16/08	NA	7/14/08	7/15/08	29	7/15/08	No	No	No	No	Informal Consultation	Standard	bridge - maintenance / modification / replacement / upgrade - non federal	bridge	No ARRA funding	NAD83	39.386669	-74.989124	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Eagle, bald (Haliaeetus leucocephalus); Pink, swamp (Helonias bullata)"	"bald eagle (haliaeetus leucocephalus): BO = NLAA - Concurrence Provided; CH = , swamp pink (helonias bullata): BO = NLAA - Concurrence Provided; CH = )"	2	2	0	2	2	0	0	0	0	dda5c4c44daedfbeb193e326049ab7f0	None	TRUE	5	NEW JERSEY ECOLOGICAL SERVICES FIELD OFFICE	39.38655	-74.98951	NAD27
0.020837174	NA	64413-2010-I-0022	6	SD	SOUTH DAKOTA ECOLOGICAL SERVICES FIELD OFFICE	COE Jacob Hoffner Boat Dock	Army Corps of Engineers	2010	2010	2010	11/18/09	NA	12/18/09	11/18/09	0	11/18/09	Yes	No	No	No	Informal Consultation	Standard	private dock / pier - new construction	private dock / pier	No ARRA funding	WGS84	NA	NA	42	52	3	-97	23	56	NA	NA	NA	"Sturgeon, pallid (Scaphirhynchus albus); Orchid, western prairie fringed (Platanthera praeclara); Plover, piping (Charadrius melodus); Shiner, Topeka (Notropis topeka(=tristis); Tern, least (Sterna antillarum); Crane, whooping (Grus americana)"	"least tern (sterna antillarum): BO = NLAA - Concurrence Provided; CH = , pallid sturgeon (scaphirhynchus albus): BO = NLAA - Concurrence Provided; CH = , piping plover (charadrius melodus): BO = NLAA - Concurrence Provided; CH = No Adverse Modification, topeka shiner (notropis topeka (=tristis): BO = NLAA - Concurrence Provided; CH = , western prairie fringed orchid (platanthera praeclara): BO = NLAA - Concurrence Provided; CH = , whooping crane (grus americana): BO = NLAA - Concurrence Provided; CH = )"	6	6	0	6	6	0	0	0	0	f2981956d851960367790547b7906951	None	TRUE	6	SOUTH DAKOTA ECOLOGICAL SERVICES FIELD OFFICE	42.8675	-97.39855	NAD27
0.021082944	NA	05E2NJ00-2012-I-0013	5	NJ	NEW JERSEY ECOLOGICAL SERVICES FIELD OFFICE	Ocean County - Bowman Road Bridge Over Toms River - Bridge 1511013	STATE OF NEW JERSEY	2012	2011	2012	9/29/11	NA	10/14/11	10/20/11	21	10/20/11	No	No	No	No	Informal Consultation	Standard	bridge - maintenance / modification / replacement / upgrade - non federal	bridge	No ARRA funding	NAD83	40.08971	-74.315147	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Pink, swamp (Helonias bullata)"	swamp pink (helonias bullata): BO = NLAA - Concurrence Provided; CH = 	1	1	0	1	1	0	0	0	0	9f97cb181c546408fcbf8f6abca387b4	e85b01fcde24284b16efc6ea03408820	TRUE	5	NEW JERSEY ECOLOGICAL SERVICES FIELD OFFICE	40.0896	-74.31556	NAD27
0.021647437	NA	41420-2009-I-0080	4	FL	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	Polk City Business Park	Army Corps of Engineers	2009	2009	2009	12/18/08	NA	1/17/09	1/14/09	27	1/14/09	Yes	No	No	No	Informal Consultation	Standard	development - commercial	development	No ARRA funding	NAD83	28.162783	-81.859565	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Stork, wood (Mycteria americana)"	 	1	0	NA	NA	NA	NA	0	NA	NA	c57239e171f2f04cddadef7aa2615b30	None	TRUE	4	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	28.16249	-81.85976	NAD27
0.021914874	NA	05E2PA00-2013-I-1187	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	SR 1018  BMS 06-1018-0030-1933 Bridge Maintenance	Federal Highway Administration	2013	2013	2014	9/6/13	NA	10/6/13	10/24/13	48	10/24/13	No	No	No	No	Informal Consultation	Standard	bridge - maintenance / modification / replacement / upgrade - non federal	bridge	No ARRA funding	WGS84	40.612547	-75.848721	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Turtle, bog (=Muhlenberg) (Clemmys muhlenbergii)"	bog (=muhlenberg) turtle (clemmys muhlenbergii): BO = No Effect - Concurrence Provided; CH = 	1	1	1	0	1	0	0	0	0	cfb4f3f50a50c7eeb747845ec2ca3a42	None	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	40.61245	-75.84908	NAD27
0.022225484	NA	08FBDT00-2012-I-0043	8	CA	SAN FRANCISCO BAY - DELTA FISH AND WILDLIFE	PGE Compressed Air Energy Storage Drilling	Department of Energy	2012	2013	2013	12/3/12	NA	1/2/13	12/31/12	28	12/31/12	Yes	No	No	No	Informal Consultation	Standard	oil or gas exploration / production	oil or gas exploration / production	ARRA Service funds	NAD83	38.218712	-121.686601	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Snake, giant garter (Thamnophis gigas); Smelt, delta (Hypomesus transpacificus)"	"delta smelt (hypomesus transpacificus): BO = NLAA - Concurrence Provided; CH = Non-jeopardy / No Adverse Mod, giant garter snake (thamnophis gigas): BO = NLAA - Concurrence Provided; CH = Non-jeopardy / No Adverse Mod)"	2	2	0	2	2	0	0	0	0	54073f68b2d2160457dd22a3afa264a0	54073f68b2d2160457dd22a3afa264a0	TRUE	8	SAN FRANCISCO BAY - DELTA FISH AND WILDLIFE	38.2188	-121.68553	NAD27
0.022969438	NA	71450-2011-I-0096	7	AK	ANCHORAGE FISH AND WILDLIFE FIELD OFFICE	Gulkana Richardson Highway Road repairs	Federal Highway Administration	2011	2011	2011	3/31/11	NA	5/1/11	4/1/11	1	4/1/11	Yes	No	No	No	Informal Consultation	Standard	transportation - road / highway	transportation	No ARRA funding	WGS84	62.633239	-145.466753	NA	NA	NA	NA	NA	NA	NA	NA	NA		no species present; CH = No Effect - Concurrence Provided; CH = 	1	1	1	0	1	0	0	0	0	e455562f4b1849905958c7861620dc60	None	TRUE	7	ANCHORAGE FISH AND WILDLIFE FIELD OFFICE	62.63324	-145.46675	NAD27
0.023024563	NA	42430-2011-I-0750	4	TN	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	"I-75 Interchange Modifications at Exit 20 (SR-311, APD-40, US-74)"	Tennessee Department of Transportation	2011	2011	2011	8/31/11	NA	9/30/11	9/1/11	1	9/1/11	Yes	No	Yes	No	Informal Consultation	Standard	transport - road / highway - maintenance / modification / replacement / upgrade - non federal	transportation	No ARRA funding	NAD83	35.14724	-84.93353	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bat, Indiana (Myotis sodalis)"	indiana bat (myotis sodalis): BO = NLAA - Concurrence Provided; CH = 	1	1	0	1	1	0	0	0	0	0ac2a059b28b7a722e8cf7f3dd9f77cc	20cb793e7b539ea7e3a3dc8e71affa42	TRUE	4	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	35.14717	-84.93358	NAD27
0.023659617	NA	41420-2009-I-0213	4	FL	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	Nubbin Slough Stormwater Treatment Area Repairs	Army Corps of Engineers	2009	2009	2009	3/25/09	NA	4/24/09	7/30/09	127	7/30/09	No	No	No	No	Informal Consultation	Standard	stream / waterbody - modification - culvert / pipe	stream / waterbody	No ARRA funding	NAD83	27.216	-80.733	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Caracara, Audubons crested (Polyborus plancus audubonii)"	audubons crested caracara (polyborus plancus audubonii): BO = NLAA - Concurrence Provided; CH = 	1	1	0	1	1	0	0	0	0	9b41117f48c427dc679f78abd48639e4	56bc974ec239b975bbbebf23fadee9b2	TRUE	4	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	27.21568	-80.73322	NAD27
0.024464504	NA	21450-2011-I-0061	2	TX	AUSTIN ECOLOGICAL SERVICES FIELD OFFICE	Bexar Co CDBG ASSIST Sports Park Upgrade Phase III	Community Planning and Development (HUD)	2011	2011	2011	12/13/10	NA	1/12/11	12/17/10	4	12/17/10	Yes	No	No	No	Informal Consultation	Standard	federal grant / loan related	federal grant / loan related	No ARRA funding	WGS84	29.214184	-98.502106	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Beetle, Comal Springs dryopid (Stygoparnus comalensis); Wild-rice, Texas (Zizania texana); Salamander, San Marcos (Eurycea nana); Darter, fountain (Etheostoma fonticola); Amphipod, Hays Spring (Stygobromus hayi); Salamander, Texas blind (Typhlomolge rathbuni); Beetle, Comal Springs riffle (Heterelmis comalensis); Gambusia, San Marcos (Gambusia georgei)"	 	8	0	NA	NA	NA	NA	0	NA	NA	c03955107db20138a52731db83ecaef4	None	TRUE	2	AUSTIN ECOLOGICAL SERVICES FIELD OFFICE	29.21394	-98.50181	NAD27
0.024479795	NA	02ETTXX0-2015-I-0011	2	TX	Texas Coastal Ecological Services Field Office	City of Roma - 1615 Tacubaya - SFH reconstruction	Community Planning and Development (HUD)	2015	2014	2015	9/23/14	NA	10/23/14	10/9/14	16	10/9/14	Yes	Yes	Yes	No	Informal Consultation	Standard	development - residential	development	No ARRA funding	WGS84	NA	NA	26	24	42.8	-99	1	26.4	NA	NA	NA	"Bladderpod, Zapata (Lesquerella thamnophila); Jaguarundi, Sinaloan (Herpailurus (=Felis) yagouaroundi tolteca); Frankenia, Johnstons (Frankenia johnstonii); Tern, least (Sterna antillarum); Ocelot (Leopardus (=Felis) pardalis); Manioc, Walkers (Manihot walkerae); Dogweed, ashy (Thymophylla tephroleuca); Pipit, spragues (Anthus spragueii); Cactus, star (Astrophytum asterias)"	"ashy dogweed (thymophylla tephroleuca): BO = No Effect - No Concurrence Required; CH = , gulf coast jaguarundi (herpailurus (=felis) yagouaroundi cacomitli): BO = No Effect - No Concurrence Required; CH = , johnstons frankenia (frankenia johnstonii): BO = No Effect - No Concurrence Required; CH = , least tern (sterna antillarum): BO = No Effect - No Concurrence Required; CH = , ocelot (leopardus (=felis) pardalis): BO = No Effect - No Concurrence Required; CH = , spragues pipit (anthus spragueii): BO = No Effect - No Concurrence Required; CH = , star cactus (astrophytum asterias): BO = No Effect - No Concurrence Required; CH = , walkers manioc (manihot walkerae): BO = No Effect - No Concurrence Required; CH = , zapata bladderpod (lesquerella thamnophila): BO = No Effect - No Concurrence Required; CH = )"	9	9	9	0	NA	0	0	0	0	456c52cac14ad7d5b331d34961bba8c2	None	TRUE	2	Texas Coastal Ecological Services Field Office	26.41155	-99.02369	NAD27
0.024587119	NA	52420-2009-I-0834	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	"Baltimore Pike (SR 0001, Section DBS) Bridge replacement, Delaware Co."	STATE OF PENNSYLVANIA	2009	2009	2009	3/25/09	NA	4/24/09	3/25/09	0	3/25/09	Yes	No	No	No	Informal Consultation	Standard	bridge - maintenance / modification / replacement / upgrade - federal	bridge	No ARRA funding	WGS84	NA	NA	39	53	20.2	-75	30	40.5	NA	NA	NA		no species defined; CH = No Effect - Concurrence Provided; CH = 	1	1	1	0	1	0	0	0	0	cfb4f3f50a50c7eeb747845ec2ca3a42	None	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	39.88883	-75.5116	NAD27
0.024954961	NA	04ER1000-2015-I-0093	4	AR	ARKANSAS ECOLOGICAL SERVICES FIELD OFFICE	Terracon_PulaskiCo_AR	Arkansas Department of Pollution Control and Ecology	2015	2015	2015	11/10/14	NA	12/10/14	11/10/14	0	11/10/14	Yes	Yes	No	No	Informal Consultation	Standard	communications tower - new construction	communications tower	No ARRA funding	WGS84	34.7192	-92.2894	NA	NA	NA	NA	NA	NA	NA	NA	NA		 	1	0	NA	NA	NA	NA	0	NA	NA	b09fcfcbbb6e4b58383fdc211abbff3a	3ef99e7a992536b849ad919a490c0c73	TRUE	4	ARKANSAS ECOLOGICAL SERVICES FIELD OFFICE	34.71911	-92.28925	NAD27
0.0255475	NA	52420-2009-I-0662	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	SR 147 Over Shamokin Creek Bridge Maintenance Sunbury	STATE OF PENNSYLVANIA	2009	2009	2009	2/6/09	NA	3/8/09	2/17/09	11	2/17/09	Yes	No	No	No	Informal Consultation	Standard	bridge - maintenance / modification / replacement / upgrade - non federal	bridge	No ARRA funding	WGS84	NA	NA	40	50	36.5	-76	48	12.1	NA	NA	NA		no species defined; CH = No Effect - Concurrence Provided; CH = 	1	1	1	0	1	0	0	0	0	cfb4f3f50a50c7eeb747845ec2ca3a42	None	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	40.84339	-76.80367	NAD27
0.026001875	NA	41910-2010-I-0095	4	FL	NORTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	Boca Ciega Holiday Lighted Boat Parade - Pinellas	U.S. Coast Guard	2010	2010	2010	11/23/09	NA	12/23/09	11/30/09	7	11/30/09	Yes	No	No	No	Informal Consultation	Standard	special use permit - recreation event / activities	special use permit	No ARRA funding	NAD83	27.7605	-82.7662	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Manatee, West Indian (Trichechus manatus)"	west indian manatee (trichechus manatus): BO = NLAA - Concurrence Provided; CH = 	1	1	0	1	1	0	0	0	0	f2f7e23e7201c77f79996f19f917f871	None	TRUE	4	NORTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	27.76019	-82.76638	NAD27
0.026133948	NA	02ETCC00-2012-I-0003	2	TX	CORPUS CHRISTI ECOLOGICAL SERVICES FIELD OFFICE	City of Harlingen - Rangerville Rd park improvements	Community Planning and Development (HUD)	2012	2012	2012	10/3/11	NA	11/2/11	10/5/11	2	10/5/11	Yes	No	No	No	Informal Consultation	Standard	development - government / municipal	development	No ARRA funding	WGS84	NA	NA	26	10	20	-97	42	4.4	NA	NA	NA	"Plover, piping (Charadrius melodus); Sea turtle, hawksbill (Eretmochelys imbricata); Ambrosia, south Texas (Ambrosia cheiranthifolia); Jaguarundi, Sinaloan (Herpailurus (=Felis) yagouaroundi tolteca); Plover, mountain (Charadrius montanus); Falcon, northern aplomado (Falco femoralis septentrionalis); Ayenia, Texas (Ayenia limitaris); Ocelot (Leopardus (=Felis) pardalis); Sea turtle, leatherback (Dermochelys coriacea); Manatee, West Indian (Trichechus manatus); Sea turtle, green (Chelonia mydas); Sea turtle, Kemps ridley (Lepidochelys kempii); Pelican, brown (Pelecanus occidentalis); Sea turtle, loggerhead (Caretta caretta); Cactus, star (Astrophytum asterias)"	"brown pelican (pelecanus occidentalis): BO = No Effect - No Concurrence Required; CH = , green sea turtle (chelonia mydas): BO = No Effect - No Concurrence Required; CH = , gulf coast jaguarundi (herpailurus (=felis) yagouaroundi cacomitli): BO = No Effect - No Concurrence Required; CH = , hawksbill sea turtle (eretmochelys imbricata): BO = No Effect - No Concurrence Required; CH = , kemps ridley sea turtle (lepidochelys kempii): BO = No Effect - No Concurrence Required; CH = , leatherback sea turtle (dermochelys coriacea): BO = No Effect - No Concurrence Required; CH = , loggerhead sea turtle (caretta caretta): BO = No Effect - No Concurrence Required; CH = , mountain plover (charadrius montanus): BO = No Effect - No Concurrence Required; CH = , northern aplomado falcon (falco femoralis septentrionalis): BO = No Effect - No Concurrence Required; CH = , ocelot (leopardus (=felis) pardalis): BO = No Effect - No Concurrence Required; CH = , piping plover (charadrius melodus): BO = No Effect - No Concurrence Required; CH = , south texas ambrosia (ambrosia cheiranthifolia): BO = No Effect - No Concurrence Required; CH = , star cactus (astrophytum asterias): BO = No Effect - No Concurrence Required; CH = , texas ayenia (ayenia limitaris): BO = No Effect - No Concurrence Required; CH = , west indian manatee (trichechus manatus): BO = No Effect - No Concurrence Required; CH = )"	15	15	15	0	NA	0	0	0	0	456c52cac14ad7d5b331d34961bba8c2	None	TRUE	2	CORPUS CHRISTI ECOLOGICAL SERVICES FIELD OFFICE	26.17187	-97.70095	NAD27
0.026443901	NA	04EN2000-2013-I-0311	4	NC	RALEIGH ECOLOGICAL SERVICES FIELD OFFICE	Froehiling &amp; Robertson Inc- Wallace Airport	-- OTHER: CONSULTANT --	2013	2013	2013	7/15/13	NA	8/14/13	8/15/13	31	8/15/13	No	No	No	No	Informal Consultation	Standard	development	development	No ARRA funding	WGS84	34.719	-78.004	NA	NA	NA	NA	NA	NA	NA	NA	NA		 	1	0	NA	NA	NA	NA	0	NA	NA	075cc34e1d591c437d7d25a47d56e0d4	None	TRUE	4	RALEIGH ECOLOGICAL SERVICES FIELD OFFICE	34.71883	-78.00429	NAD27
0.026457456	NA	43910-2010-I-0407	4	MS	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	"Bridge Replacement, CR 631 and CR 450, Clarke County"	Federal Highway Administration	2010	2010	2010	2/22/10	NA	3/24/10	3/1/10	7	3/1/10	Yes	No	No	No	Informal Consultation	Standard	transport - road / highway - maintenance / modification / replacement / upgrade - federal	transportation	No ARRA funding	WGS84	NA	NA	31	58	9.3	-88	32	42.2	NA	NA	NA		no species present; CH = No Effect - Concurrence Provided; CH = 	1	1	1	0	1	0	0	0	0	3af7d82bad9928d4e02419c114e80171	None	TRUE	4	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	31.9691	-88.54502	NAD27
0.026548464	NA	42410-2009-I-0535	4	SC	SOUTH CAROLINA ECOLOGICAL SERVICES	Waccamaw Reg. COG - Proposed Horry Co. Public Safety Building Proj.	Community Planning and Development (HUD)	2009	2009	2009	7/9/09	NA	8/4/09	7/15/09	6	7/15/09	Yes	No	No	No	Informal Consultation	Standard	development - government / municipal	development	No ARRA funding	WGS84	34.058086	-78.892068	NA	NA	NA	NA	NA	NA	NA	NA	NA		 	1	0	NA	NA	NA	NA	0	NA	NA	8919bcba7e1da81ab659e5cf9ae8efc6	None	TRUE	4	SOUTH CAROLINA ECOLOGICAL SERVICES	34.05792	-78.89232	NAD27
