activity_code	action_found	lat_dec_deg.x	long_dec_deg.x	hab_chg	area	act_start	act_end	completed	earliest_date	relevant_dates	comments	region	state	ESOffice.x	title	lead_agency	FY	start_date	date_formal_consult	due_date	FWS_concl_date	elapsed	consult_complex	work_type	work_category	UTM_zone	with_coord	N_consultations	JM_expect	TK_expect	reconcile	N_formal	formal_in	observed
04EN2000-2013-I-0311	1.0	34.71883	-78.00429	5.0	0.42	2014-10-01T00:00:00Z	2014-10-01T00:00:00Z	1.0	1993-02-01	10-2012; 10-2014	NA	4	NC	RALEIGH ECOLOGICAL SERVICES FIELD OFFICE	Froehiling &amp; Robertson Inc- Wallace Airport	-- OTHER: CONSULTANT --	2013	2013-07-15	NA	8/14/13	2013-08-15	31	Standard	development	development	NA	TRUE	1019	0.5	1.0	1.0	32	informal	Yes
43910-2010-I-0407	0.5	31.9691	-88.54502	5.0	0.04	2010-09-01T00:00:00Z	2010-09-01T00:00:00Z	1.0	1996-02-01	09-2007; 09-2010; 10-2011; 07-2015	Bridge replacement. All pics before 10-2011 too grainy to be sure.	4	MS	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	Bridge Replacement, CR 631 and CR 450, Clarke County	Federal Highway Administration	2010	2010-02-22	NA	3/24/10	2010-03-01	7	Standard	transport - road / highway - maintenance / modification / replacement / upgrade - federal	transportation	NA	TRUE	1434	0.5	0.5	0.5	105	informal	Maybe
42410-2009-I-0535	1.0	34.05792	-78.89232	5.0	0.5	2012-12-01T00:00:00Z	2012-12-01T00:00:00Z	1.0	1994-01-01	10-2006; 10-2007; 03-2011; 06-2011; 12-2012	NA	4	SC	SOUTH CAROLINA ECOLOGICAL SERVICES	Waccamaw Reg. COG - Proposed Horry Co. Public Safety Building Proj.	Community Planning and Development (HUD)	2009	2009-07-09	NA	8/4/09	2009-07-15	6	Standard	development - government / municipal	development	NA	TRUE	796	1.0	1.0	1.0	29	informal	Yes
52420-2009-I-1165	0.0	40.77482	-79.62854	NA	NA	NA	NA	NA	1993-04-01	10-2008; 07-2010; 09-2010; 08-2012… 09-2015	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Mark W. Smith; gas well	-- OTHER: CONSULTANT --	2009	2009-05-22	NA	6/21/09	2009-06-18	27	Standard	oil or gas exploration / production	oil or gas exploration / production	NA	TRUE	695	0.5	0.5	0.5	8	informal	No
41460-2008-I-1458	0.0	30.49252	-82.19841	NA	NA	NA	NA	NA	1998-02-01	07-2008; 09-2009; 12-2010… 05-2014	NA	4	GA	GEORGIA ECOLOGICAL SERVICES FIELD OFFICE	Coastal - Charlton, GDOT - CSBRG-0007-00-162	Federal Highway Administration	2008	2008-09-09	NA	10/9/08	2008-09-12	3	Standard	bridge - maintenance / modification / replacement / upgrade - federal	bridge	NA	TRUE	1797	0.5	0.0	0.5	100	informal	No
04EN2000-2014-I-0116	1.0	34.71784	-76.67235	3.0	0.15	2015-10-01T00:00:00Z	2015-10-01T00:00:00Z	NA	1993-03-01	05-2012; 04-2014; 07-2014; 10-2015	NA	4	NC	RALEIGH ECOLOGICAL SERVICES FIELD OFFICE	Black &amp; Veatch- Pivers Island Sea Wall Repair &amp; Replacement Underground Utility Conduit	-- OTHER: CONSULTANT --	2014	2013-12-23	NA	1/24/14	2014-01-24	32	Standard	shoreline usage facilities / development	shoreline usage facilities / development	NA	TRUE	214	1.0	1.0	1.0	4	informal	Yes
52420-2009-I-0100	1.0	40.38402	-75.89357	3.0	8.44	2013-04-01T00:00:00Z	NA	0.0	1992-04-01	10-2008; 08-2010; 09-2010; 05-2012… 09-2015	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Spring Valley Phase I	-- OTHER: CONSULTANT --	2009	2008-10-06	NA	11/5/08	2008-11-19	44	Standard	development - residential	development	NA	TRUE	3713	1.0	1.0	1.0	101	informal	Yes
33410-2008-I-0307	0.0	36.767	-90.46491	NA	NA	NA	NA	NA	2003-12-01	08-2007; 08-2009; 	NA	3	MO	COLUMBIA ECOLOGICAL SERVICES FIELD OFFICE	Butler County Public Water Supply District Num.1	Environmental Protection Agency	2008	2008-05-14	NA	6/14/08	2008-06-25	42	Standard	water supply pipeline - maintenance / modification / replacement / upgrade - below ground	water supply pipeline	NA	TRUE	222	0.0	0.0	0.0	8	informal	No
52420-2008-I-0937	1.0	40.34378	-75.1065	5.0	0.1	2011-10-01T00:00:00Z	2011-10-01T00:00:00Z	1.0	1993-04-01	09-2005; 10-2008; 04-2010; 09-2010; 10-2011	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Cold Spring Creamery Road Intersection Improvement	STATE OF PENNSYLVANIA	2008	2008-03-10	NA	4/9/08	2008-07-11	123	Standard	transport - road / highway - maintenance / modification / replacement / upgrade - federal	transportation	NA	TRUE	1434	0.5	0.5	0.5	105	informal	Yes
08EVEN00-2013-I-0019	0.0	34.76019	-115.27404	NA	NA	NA	NA	NA	1995-09-01	06-2009; 12-2013; 03-2014	No bridge?	8	CA	VENTURA FISH AND WILDLIFE OFFICE	Bridge Replacement Project, Rojo and Clipper Valley Wash, I40, San Bernardino, CA	Federal Highway Administration	2013	2012-10-23	NA	11/22/12	2012-11-16	24	Standard	bridge - maintenance / modification / replacement / upgrade - federal	bridge	11	TRUE	1797	0.5	0.0	0.5	100	informal	No
04EM1000-2014-I-0249	0.0	32.14785	-90.11491	NA	NA	NA	NA	NA	1996-01-01	01-2014; 04-2014; 12-2015	NA	4	MS	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	Cell Tower, Project Num. WES02P1316, Rankin County	Federal Communications Commission	2014	2014-01-23	NA	2/22/14	2014-02-21	29	Standard	communications tower - new construction	communications tower	NA	TRUE	1617	1.0	1.0	1.0	5	informal	No
04ET1000-2015-I-0379	0.0	35.71007	-84.84348	NA	NA	NA	NA	NA	1992-03-01	10-2011; 10-2015	No pics after 	4	TN	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	General Shale Brick Inc Kinzalow Acess Rd	Tennessee Department of Transportation	2015	2015-04-08	NA	4/18/15	2015-04-09	1	Standard	transport - road / highway - maintenance / modification / replacement / upgrade - non federal	transportation	NA	TRUE	800	0.5	0.5	0.5	14	informal	No
03E15000-2013-I-1176	0.0	41.41545	-81.34437	NA	NA	NA	NA	NA	1994-04-01	04-2012; 06-2014; 09-2015	NA	3	OH	COLUMBUS ECOLOGICAL SERVICES FIELD OFFICE	ODOT - POR East Summit Street (PID 84586) - UT to Brimfield Ditch, Portage Co. OH	Federal Highway Administration	2013	2013-06-28	NA	7/28/13	2013-08-01	34	Programmatic Project-Level	transportation - road / highway	transportation	NA	TRUE	1380	0.5	1.0	0.5	306	informal	No
03E15000-2014-I-0513	1.0	41.18568	-81.42999	3.0	1.7	2014-06-01T00:00:00Z	NA	0.0	1994-04-01	04-2012; 06-2014; 09-2015	NA	3	OH	COLUMBUS ECOLOGICAL SERVICES FIELD OFFICE	Enviroscience Stonebridge Crossing Phase 6	Army Corps of Engineers	2014	2014-01-23	NA	2/22/14	2014-01-24	1	Standard	development - residential	development	NA	TRUE	3713	1.0	1.0	1.0	101	informal	Yes
03E12000-2014-I-0078	0.0	38.13345	-87.37075	NA	NA	NA	NA	NA	1992-03-01	03-2012; 03-2014	NA	3	IN	BLOOMINGTON ECOLOGICAL SERVICES FIELD OFFICE	High Point Mine, Warrick County	Office of Surface Mining (DOI)	2014	2013-09-24	NA	11/13/13	2013-11-12	49	Standard	mining - surface extraction - coal	mining	16	TRUE	204	0.5	1.0	1.0	1	informal	No
05E2PA00-2014-I-1189	0.5	39.86928	-75.92644	4.0	0.25	2015-09-01T00:00:00Z	NA	0.5	1992-04-01	04-2013; 09-2015	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Eastern Shore Gas Company White Oak Mainline Expansion Daleville Loop Gas Pipeline Loop	-- OTHER: CONSULTANT --	2014	2014-09-30	NA	10/30/14	2014-12-22	83	Standard	oil or gas pipeline	oil or gas pipeline	NA	TRUE	775	0.5	0.5	0.5	35	informal	Maybe
41460-2008-I-1392	0.0	34.05212	-84.67256	NA	NA	NA	NA	NA	1993-02-01	06-2007; 12-2007; 04-2008; 09-2009… 08-2015	NA	4	GA	GEORGIA ECOLOGICAL SERVICES FIELD OFFICE	WGA COE PCN 200701722 Wildhorse Creek Cobb County	Army Corps of Engineers	2008	2007-10-29	NA	11/28/07	2007-11-10	12	Standard	development	development	NA	TRUE	1019	0.5	1.0	1.0	32	informal	No
41420-2010-I-0304	1.0	25.97363	-80.27013	3.0	11.75	2010-12-01T00:00:00Z	2016-01-01T00:00:00Z	1.0	1994-01-01	03-2010; 12-2010; 03-2011; 03-2013… 01-2016	NA	4	FL	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	Foxcroft	Army Corps of Engineers	2010	2010-07-21	NA	8/20/10	2010-11-23	125	Standard	development - commercial	development	NA	TRUE	1809	1.0	1.0	1.0	96	informal	Yes
52420-2009-I-0412	0.0	40.04304	-80.50846	NA	NA	NA	NA	NA	1993-04-01	10-2008; 10-2009; 09-2010; 10-2011; 09-2013	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Coal Gas Recovery Hughes Pipeline	-- OTHER: CONSULTANT --	2009	2008-12-17	NA	1/16/09	2009-01-07	21	Standard	oil or gas pipeline	oil or gas pipeline	NA	TRUE	775	0.5	0.5	0.5	35	informal	No
41420-2011-I-0052	0.0	26.82466	-80.65855	NA	NA	NA	NA	NA	1996-02-01	01-2009; 12-2010; 03-2011; 01-2014	NA	4	FL	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	Gator Classic	U.S. Coast Guard	2011	2010-09-09	NA	10/7/10	2010-10-07	28	Standard	special use permit - recreation event / activities	special use permit	NA	TRUE	167	0.0	0.0	0.0	1	informal	No
02ETTXX0-2015-I-0097	0.0	25.89622	-97.44971	NA	NA	NA	NA	NA	1962-12-01	11-2014; 02-2015; 07-2015, 01-2016	NA	2	TX	Texas Coastal Ecological Services Field Office	City of Brownsville Southmost Community Dome	Community Planning and Development (HUD)	2015	2014-11-24	NA	12/24/14	2014-12-22	28	Standard	development - government / municipal	development	NA	TRUE	796	1.0	1.0	1.0	29	informal	No
02ENNM00-2012-I-0063	0.0	36.965	-108.19237	NA	NA	NA	NA	NA	1997-10-01	10-2011; 09-2012; 11-2013; 03-2015	NA	2	NM	NEW MEXICO ECOLOGICAL SERVICES FIELD OFFICE	NM 170 Jones Arroyo Bridge Replacement	Federal Highway Administration	2012	2012-04-23	NA	5/23/12	2012-05-23	30	Standard	bridge - maintenance / modification / replacement / upgrade - federal	bridge	NA	TRUE	1797	0.5	0.0	0.5	100	informal	No
04EN2000-2014-I-0034	0.0	35.94142	-77.77776	NA	NA	NA	NA	NA	1993-02-01	04-2013; 11-2014; 05-2015	NA	4	NC	RALEIGH ECOLOGICAL SERVICES FIELD OFFICE	Ft. Jackson, SC- EA USAR Proposed Military Construction Rocky Mount, NC	Department of Defense (DOD) - Army	2014	2013-10-31	NA	12/2/13	2013-11-26	26	Standard	development - government / military	development	NA	TRUE	302	1.0	1.0	1.0	50	informal	No
04ES1000-2012-I-0305	0.0	32.50498	-80.95998	NA	NA	NA	NA	NA	1994-01-01	06-2011; 11-2012; 11-2014	NA	4	SC	SOUTH CAROLINA ECOLOGICAL SERVICES	Lowcountry COG - Town of Ridgeland, SC	Economic Development Administration (DOC)	2012	2012-06-11	NA	7/11/12	2012-06-18	7	Standard	transport - road / highway - maintenance / modification / replacement / upgrade - non federal	transportation	NA	TRUE	800	0.5	0.5	0.5	14	informal	No
04EN2000-2014-I-0452	0.0	35.91485	-78.82427	NA	NA	NA	NA	NA	1993-03-01	03-2014; 05-2015	NA	4	NC	RALEIGH ECOLOGICAL SERVICES FIELD OFFICE	Soil and Environmental Consultants- Alexander Park Site	-- OTHER: CONSULTANT --	2014	2014-08-14	NA	9/13/14	2014-09-11	28	Standard	development	development	NA	TRUE	1019	0.5	1.0	1.0	32	informal	No
05E2PA00-2013-I-0798	0.0	40.45079	-78.56221	NA	NA	NA	NA	NA	1993-04-01	10-2011; 10-2015	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	SCI Cresson Upgrades	-- OTHER: CONSULTANT --	2013	2013-05-20	NA	6/19/13	2013-07-17	58	Standard	development - government / municipal	development	NA	TRUE	796	1.0	1.0	1.0	29	informal	No
31440-2011-I-0341	0.0	39.71912	-86.37862	3.0	0.22	2012-08-01T00:00:00Z	2013-10-01T00:00:00Z	1.0	1998-04-01	08-2010; 08-2012; 10-2013; 09-2014; 10-2015	NA	3	IN	BLOOMINGTON ECOLOGICAL SERVICES FIELD OFFICE	Township Line Road reconstruction at Plainfield	Federal Highway Administration	2011	2011-03-15	NA	4/14/11	2011-03-23	8	Standard	bridge - maintenance / modification / replacement / upgrade - federal	bridge	16	TRUE	1797	0.5	0.0	0.5	100	informal	No
21440-2010-I-0490	0.5	35.2485	-94.53078	5.0	0.06	2012-03-01T00:00:00Z	2013-10-01T00:00:00Z	1.0	1995-02-01	05-2008; 09-2010; 03-2012; 10-2013	Bridge replaced between 2012-2013, but because of tree cover, can't tell what the bridge looked like between 2010-2012.	2	OK	OKLAHOMA ECOLOGICAL SERVICES FIELD OFFICE	ODOT JP 26904(04) NS-177 bridge-Poteau River, LeFlore Co	Federal Highway Administration	2010	2010-09-22	NA	10/22/10	2010-09-23	1	Standard	bridge - maintenance / modification / replacement / upgrade - federal	bridge	NA	TRUE	1797	0.5	0.0	0.5	100	informal	Maybe
42410-2010-I-0592	0.5	33.65183	-79.09484	NA	NA	2010-04-01T00:00:00Z	2011-03-01T00:00:00Z	NA	1994-02-01	04-2010; 03-2011; 06-2011… 10-2015	"Don't know what ""special permit"" would cover, but there was a partial pier removal between 2010-2011. There's also development right next to the coordinates that ends 2014."	4	SC	SOUTH CAROLINA ECOLOGICAL SERVICES	U.S. Coast Guard - Bucksport Champions Race, Conway, SC	U.S. Coast Guard	2010	2010-08-23	NA	9/12/10	2010-09-02	10	Standard	special use permit - recreation event / activities	special use permit	NA	TRUE	167	0.0	0.0	0.0	1	informal	Maybe
52420-2010-I-0663	1.0	40.82332	-79.53865	NA	0.0	2010-07-01T00:00:00Z	2012-08-01T00:00:00Z	1.0	1994-04-01	10-2008; 07-2010	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	MDS Energy Luchetti Pipeline Stream Bore	-- OTHER: CONSULTANT --	2010	2010-03-24	NA	4/23/10	2010-04-22	29	Standard	oil or gas pipeline	oil or gas pipeline	NA	TRUE	775	0.5	0.5	0.5	35	informal	Yes
04EL1000-2012-I-2201	1.0	32.76093	-91.91651	3.0	8.24	2013-03-01T00:00:00Z	2015-01-01T00:00:00Z	1.0	1998-01-01	01-2012; 03-2013; 01-2015; 03-2016	NA	4	LA	LOUISIANA ECOLOGICAL SERVICES FIELD OFFICE	Gibson Constulting - South Point Bastrop	Department of Housing and Urban Development	2012	2012-07-16	NA	8/15/12	2012-07-24	8	Standard	development - residential	development	NA	TRUE	3713	1.0	1.0	1.0	101	informal	Yes
04EN1000-2013-I-0265	1.0	35.49947	-83.30447	5.0	0.02	2015-10-01T00:00:00Z	2015-10-01T00:00:00Z	1.0	1992-03-01	03-2013; 10-2015	NA	4	NC	ASHEVILLE ECOLOGICAL SERVICES FIELD OFFICE	13-335 Saunooke Pedestrian Bridge Replacement	Federal Emergency Management Agency	2013	2013-04-12	NA	8/27/13	2013-08-05	115	Standard	bridge - maintenance / modification / replacement / upgrade - federal	bridge	NA	TRUE	1797	0.5	0.0	0.5	100	informal	Yes
42430-2008-I-0277	1.0	35.43293	-85.72042	3.0	1.05	2008-09-01T00:00:00Z	2010-08-01T00:00:00Z	1.0	1997-03-01	09-2007; 09-2008; 08-2010	NA	4	TN	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	ARAP 07-396  TDOT	Environmental Protection Agency	2008	2008-02-21	NA	3/7/08	2008-03-04	12	Standard	bridge - maintenance / modification / replacement / upgrade - non federal	bridge	NA	TRUE	1236	0.5	0.0	0.5	35	informal	Yes
42910-2010-I-0238	0.0	35.09482	-84.01569	NA	NA	NA	NA	NA	1993-03-01	10-2009; 04-2013; 10-2015	NA	4	NC	ASHEVILLE ECOLOGICAL SERVICES FIELD OFFICE	10-239 Bulldog Drive Property Assessment	Federal Deposit Insurance Corporation	2010	2010-08-09	NA	9/8/10	2010-08-23	14	Standard	development - residential	development	NA	TRUE	3713	1.0	1.0	1.0	101	informal	No
05E2PA00-2012-I-0155	1.0	39.75901	-76.75642	4.0	0.36	2012-08-01T00:00:00Z	2013-09-01T00:00:00Z	1.0	1993-04-01	09-2010; 08-2012; 09-2013	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Shawn Greer Minor Subdivision	-- OTHER: CONSULTANT --	2012	2011-11-18	NA	12/18/11	2011-11-30	12	Standard	development - residential	development	NA	TRUE	3713	1.0	1.0	1.0	101	informal	Yes
03E14000-2014-I-0617	0.0	37.37784	-93.84553	NA	NA	NA	NA	NA	1996-03-01	41579	Most recent photo is 2013	3	MO	COLUMBIA ECOLOGICAL SERVICES FIELD OFFICE	PA-07-MO-4144-PW-00283	Federal Emergency Management Agency	2014	2014-04-03	NA	5/3/14	2014-04-18	15	Standard	stream / waterbody - modification - culvert / pipe	stream / waterbody	NA	TRUE	694	0.0	0.0	0.0	37	informal	No
05E2PA00-2013-I-0381	0.0	40.65223	-79.49973	NA	NA	NA	NA	NA	1993-04-01	08-2012; 04-2014; 06-2014; 09-2015	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	EQT Gathering NITE S005 and NITE S006 Gas Pipeline	-- OTHER: CONSULTANT --	2013	2013-01-31	NA	3/2/13	2013-03-28	56	Standard	oil or gas pipeline	oil or gas pipeline	NA	TRUE	775	0.5	0.5	0.5	35	informal	No
42430-2011-I-0533	0.0	35.22327	-89.73689	NA	NA	NA	NA	NA	1997-01-01	08-2010; 08-2011; 10-2013; 04-2014	NA	4	TN	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	I-40 Interchange Modification at Canada Road	Tennessee Department of Transportation	2011	2011-06-22	NA	7/3/11	2011-06-24	2	Standard	transport - road / highway - maintenance / modification / replacement / upgrade - non federal	transportation	NA	TRUE	800	0.5	0.5	0.5	14	informal	No
02EKOK00-2013-I-0710	0.0	36.42336	-95.54771	NA	NA	NA	NA	NA	1995-02-01	03-2012; 06-2013; 03-2016	NA	2	OK	OKLAHOMA ECOLOGICAL SERVICES FIELD OFFICE	FOYIL OK -- created on February 20, 2013 07:19	Federal Communications Commission	2013	2013-04-09	NA	5/9/13	2013-05-07	28	Standard	communications tower	communications tower	NA	TRUE	621	1.0	0.5	0.5	17	informal	No
04ET1000-2013-I-0091	0.5	35.882651	-85.79959	4.0	NA	2014-09-01T00:00:00Z	2014-09-01T00:00:00Z	1.0	1997-03-01	11-2012; 09-2014	Not sure if it's the small road branching off from the highway	4	TN	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	SR-56 from south of Warren County line to near Magness Road	Federal Highway Administration	2013	2012-12-05	NA	12/20/12	2012-12-10	5	Standard	transport - road / highway - maintenance / modification / replacement / upgrade - non federal	transportation	NA	TRUE	800	0.5	0.5	0.5	14	informal	Maybe
41460-2008-I-0956	1.0	31.0922	-84.67836	3.0	0.07	2009-09-01T00:00:00Z	2009-09-01T00:00:00Z	1.0	1993-03-01	12-2007; 09-2009	NA	4	GA	GEORGIA ECOLOGICAL SERVICES FIELD OFFICE	WGA ECA 300 ft Cell Tower McNease Rd Miller County	Federal Communications Commission	2008	2008-06-16	NA	7/16/08	2008-07-03	17	Standard	communications tower - new construction	communications tower	NA	TRUE	1617	1.0	1.0	1.0	5	informal	Yes
05E2PA00-2014-I-0295	0.0	40.48293	-76.26712	NA	NA	NA	NA	NA	1992-04-01	04-2013; 09-2015	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Airport Road (SR 4039/01B) Bridge Replacement Project, Berks	Federal Highway Administration	2014	2014-01-31	NA	3/2/14	2014-03-10	38	Standard	bridge - maintenance / modification / replacement / upgrade - federal	bridge	NA	TRUE	1797	0.5	0.0	0.5	100	informal	No
05E1NY00-2015-I-0390	1.0	44.43078	-75.79449	3.0	0.01	2015-09-01T00:00:00Z	2015-09-01T00:00:00Z	1.0	1994-05-01	05-2014; 09-2015	NA	5	NY	NEW YORK ECOLOGICAL SERVICES FIELD OFFICE	COE BU LOP 2014-01117 Gordon Bonisteel	Army Corps of Engineers	2015	2015-02-03	NA	2/13/15	2015-02-06	3	Standard	private dock / pier - new construction	private dock / pier	NA	TRUE	406	1.0	1.0	1.0	34	informal	Yes
04ET1000-2012-I-0240	1.0	35.48791	-84.81116	3.0	23.78	2015-10-01T00:00:00Z	2015-10-01T00:00:00Z	0.0	1992-03-01	08-2010; 10-2015	NA	4	TN	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	Meigs County industrial site Hwy. 58	Rural Development (USDA)	2012	2012-02-08	NA	2/23/12	2012-02-15	7	Standard	development - commercial	development	NA	TRUE	1809	1.0	1.0	1.0	96	informal	Yes
04EM1000-2012-I-0814	1.0	31.26891	-90.46762	3.0	0.29	2014-11-01T00:00:00Z	2014-11-01T00:00:00Z	1.0	1996-03-01	09-2010; 11-2012; 11-2014	NA	4	MS	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	Cell Tower Project No.CEL01P1218 Pike County	Federal Communications Commission	2012	2012-07-02	NA	8/1/12	2012-07-10	8	Standard	communications tower - new construction	communications tower	NA	TRUE	1617	1.0	1.0	1.0	5	informal	Yes
52420-2008-I-1275	1.0	40.12804	-79.7776	4.0	2.21	2010-07-01T00:00:00Z	2012-08-01T00:00:00Z	1.0	1993-04-01	10-2006; 10-2008; 07-2010; 09-2010; 08-2012… 09-2015	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Atlas Energy - Lynn Num.4| 5| 7 New Gas Wells	-- OTHER: CONSULTANT --	2008	2008-05-05	NA	6/4/08	2008-05-19	14	Standard	oil or gas exploration / production	oil or gas exploration / production	NA	TRUE	695	0.5	0.5	0.5	8	informal	Yes
84320-2009-I-0399	1.0	41.54662	-115.82556	5.0	0.05	2010-09-01T00:00:00Z	2010-09-01T00:00:00Z	1.0	1994-06-01	10-2006; 09-2010	NA	8	NV	NEVADA FISH AND WILDLIFE OFFICE	Wild Horse Telecommunication Tower (46134)	Federal Communications Commission	2009	2009-06-30	NA	7/30/09	2009-07-13	13	Standard	communications tower	communications tower	NA	TRUE	621	1.0	0.5	0.5	17	informal	Yes
21450-2010-I-0171	1.0	30.75073	-98.6944	3.0	3.65	2011-10-01T00:00:00Z	2011-10-01T00:00:00Z	1.0	1995-01-01	10-2008; 10-2011	NA	2	TX	AUSTIN ECOLOGICAL SERVICES FIELD OFFICE	Park Ridge Apartments, Llano, USDA RD sec 538 Rural Rental Housing Guarantee	Rural Development (USDA)	2010	2010-04-22	NA	5/22/10	2010-04-23	1	Standard	federal grant / loan related	federal grant / loan related	NA	TRUE	445	0.0	NA	0.0	11	informal	Yes
51411-2008-I-0494	0.0	37.44295	-82.06571	NA	NA	NA	NA	NA	1995-03-01	04-2007; 10-2008; 08-2010… 10-2015	NA	5	VA	VIRGINIA ECOLOGICAL SERVICES FIELD OFFICE	Rt.643  0643-013-15513550	Army Corps of Engineers	2008	2008-06-24	NA	8/23/08	2008-07-02	8	Standard	transportation - road / highway	transportation	NA	TRUE	1380	0.5	1.0	0.5	306	informal	No
52420-2011-I-0750	0.0	39.95304	-76.11719	NA	NA	NA	NA	NA	1992-04-01	09-2010; 09-2012; 04-2013; 09-2015	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	IVA Cell Tower	-- OTHER: CONSULTANT --	2011	2011-04-29	NA	5/29/11	2011-05-20	21	Standard	communications tower	communications tower	NA	TRUE	621	1.0	0.5	0.5	17	informal	No
52421-2008-I-0561	0.0	39.42332	-75.23236	NA	NA	NA	NA	NA	1991-03-01	08-2006; 08-2008; 12-2010… 06-2015	NA	5	NJ	NEW JERSEY ECOLOGICAL SERVICES FIELD OFFICE	City of Bridgeton CDBG Program	-- OTHER: CONSULTANT --	2008	2008-06-30	NA	7/28/08	2008-07-08	8	Standard	development - government / municipal	development	NA	TRUE	796	1.0	1.0	1.0	29	informal	No
41410-2008-I-0451	0.0	30.64661	-87.35044	NA	NA	NA	NA	NA	1994-01-01	02-2008;04-2012; 12-2012… 02-2015	Development but no comm tower	4	FL	PANAMA CITY ECOLOGICAL SERVICES FIELD OFFICE	Cell Tower (ERM) Jacks Branch	Federal Communications Commission	2008	2008-08-12	NA	10/23/08	2008-10-23	72	Standard	communications tower	communications tower	NA	TRUE	621	1.0	0.5	0.5	17	informal	No
41910-2010-I-0140	0.0	28.88243	-81.6011	NA	NA	NA	NA	NA	1995-02-01	02-2008; 12-2010; 03-2011… 02-2016	NA	4	FL	NORTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	Tail End Pet Spa and Resort - Lake	Army Corps of Engineers	2010	2010-01-07	NA	2/6/10	2010-01-12	5	Standard	development - commercial	development	NA	TRUE	1809	1.0	1.0	1.0	96	informal	No
41420-2008-I-0611	0.0	27.27956	-80.36534	NA	NA	NA	NA	NA	1994-03-01	11-2007; 03-2009; 12-2010… 01-2016	NA	4	FL	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	Phase VIII Pipeline Expansion Project	-- OTHER: CONSULTANT --	2008	2008-04-07	NA	5/7/08	2008-05-07	30	Standard	oil or gas pipeline	oil or gas pipeline	NA	TRUE	775	0.5	0.5	0.5	35	informal	No
52420-2010-I-0737	0.0	39.78138	-77.65976	NA	NA	NA	NA	NA	1994-04-01	10-2008; 09-2010; 05-2013; 09-2015	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Dominion Transmission 2010 PL-1 Pipeline Retest and Replacement	-- OTHER: CONSULTANT --	2010	2010-04-12	NA	5/12/10	2010-05-18	36	Standard	oil or gas pipeline	oil or gas pipeline	NA	TRUE	775	0.5	0.5	0.5	35	informal	No
03E12000-2012-I-0142	1.0	39.42716	-87.41598	5.0	3.17	2014-09-01T00:00:00Z	2014-09-01T00:00:00Z	1.0	1998-02-01	09-2011; 09-2014	NA	3	IN	BLOOMINGTON ECOLOGICAL SERVICES FIELD OFFICE	U.S. 41 Auxilary Lanes Vigo County	Federal Highway Administration	2012	2011-12-20	NA	1/19/12	2011-12-27	7	Standard	transport - road / highway - maintenance / modification / replacement / upgrade - federal	transportation	NA	TRUE	1434	0.5	0.5	0.5	105	informal	Yes
05E2PA00-2013-I-0143	0.0	39.86093	-77.30171	4.0	0.2	2013-09-01T00:00:00Z	NA	0.0	1994-04-01	08-2012; 09-2013	NA	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Thomas and Jamie McGlaughlin Minor Subdivision	NA	2013	2012-11-07	NA	12/7/12	2012-11-13	6	Standard	development - residential	development	NA	TRUE	3713	1.0	1.0	1.0	101	informal	No
